F1,F2,F3,F4,F5
-0.4,65,2.1,0,70
-0.6,360,2.1,0,46
29.5,235,2.2,0,62
2.3,57,2.2,0,54
31.4,236,2.4,0,46
31.4,236,2.4,0,34
5,13,2.4,0,39
31.3,247,2.4,0,34
-0.7,178,2.4,0,76
26.9,195,2.4,0,40
6.1,206,2.5,0,46
2.9,269,2.5,0,34
2.6,337,2.6,0,70
0.1,13,2.6,0,80
28.3,54,2.8,0,72
1.3,270,3,0,70
1.9,14,3.1,0,40
20.9,223,3.1,0,42
1.6,238,3.4,0,54
9.3,234,3.5,0,75
8.2,47,3.6,0,50
3.7,2,3.6,0,74
9.7,360,3.7,0,80
-0.5,311,4,0,54
2.3,197,4.7,0,40
-8.7,316,5.6,0,72
27.9,0,0,0,46
-1.6,0,0,0,58
0.2,0,0,0,55
26.5,0,0,0,40
19.5,0,0,0,52
3.2,0,0,0,69
2.6,0,0,0,60
26.5,0,0,0,46
-0.6,0,0,0,62
-1.8,0,0,0,78
-2.4,0,0,0,72
27.1,0,0,0,58
26.5,0,0,0,54
7.2,0,0,0,76
-0.9,0,0.1,0,72
27.5,0,0.1,0,50
27.5,0,0.1,0,50
27.7,0,0.1,0,46
-0.4,0,0.1,0,65
27.1,0,0.1,0,34
28.3,0,0.1,0,56
19.1,0,0.1,0,44
19.6,0,0.1,0,60
27.6,0,0.1,0,54
28.3,0,0.1,0,48
-0.9,0,0.2,0,46
0,0,0.2,0,70
27.7,0,0.2,0,40
0.5,0,0.3,0,42
28.3,0,0.3,0,38
-2.7,0,0.3,0,56
4.5,0,0.3,0,60
29.1,0,0.3,0,62
28.4,0,0.3,0,60
26.8,0,0.3,0,64
15.6,0,0.3,0,80
0.9,0,0.4,0,60
-0.2,0,0.4,0,68
4.9,0,0.4,0,68
3.6,0,0.4,0,60
20.3,0,0.4,0,78
2.6,18,0.5,0,52
0.8,360,0.5,0,64
1,142,0.5,0,68
2.8,71,0.6,0,58
0.7,338,0.9,0,68
11.6,202,0.9,0,66
23.8,2,0.9,0,78
4.2,360,1,0,36
29.9,235,1.1,0,56
3,62,1.1,0,50
7.8,38,1.3,0,54
0.5,62,1.3,0,66
5.5,360,1.3,0,66
6.7,237,1.3,0,64
16.3,289,1.3,0,80
25.8,202,1.4,0,80
-2.3,267,1.4,0,51
2.2,360,1.5,0,52
-1.9,298,1.5,0,40
32.2,38,1.5,0,56
18.6,221,1.5,0,80
-3,290,1.6,0,56
31,241,1.7,0,40
5.4,297,1.8,0,46
12,284,1.9,0,46
1.3,195,1.9,0,68
5,221,1.9,0,60
12,284,1.9,0,46
32.8,243,2.2,0,50
2.3,6,2.2,0,62
8.1,34,2.3,0,58
2.5,249,2.3,0,74
4.4,185,2.4,0,48
8,233,3.8,0,44
-0.3,0,0,0,64
0.2,0,0,0,49
-0.3,0,0,0,60
-1.7,0,0,0,56
-1.6,0,0,0,74
4.2,0,0,0,66
-1.8,0,0,0,64
2.4,0,0,0,64
2.7,0,0,0,72
2.4,0,0,0,66
20.4,0,0,0,62
-0.3,0,0,0,77
1,0,0,0,80
19.7,0,0,0,58
28,0,0,0,46
-0.9,0,0.1,0,66
0.3,0,0.1,0,58
2.9,0,0.1,0,62
28.3,0,0.1,0,56
28.2,0,0.1,0,42
29.2,0,0.1,0,68
28.5,0,0.1,0,50
2.2,0,0.2,0,72
-0.7,0,0.2,0,66
28.5,0,0.2,0,44
28.3,0,0.2,0,54
26.9,0,0.2,0,58
2.4,0,0.3,0,56
27.7,0,0.3,0,68
28.6,0,0.4,0,54
2.8,71,0.6,0,74
32.6,169,0.6,0,58
5.5,247,1.1,0,77
0.7,360,1.8,0,66
0.1,0,0,0,65
3.7,0,0.2,0,72
2.1,0,0.4,0,79
2.1,46,2,0,48
2.5,61,3.1,0,79
2.1,46,2,0,46
-3,0,0,0,18
-2.9,0,0,0,26
16.3,0,0,0,24
-13.6,0,0,0,30
-5.5,0,0,0,20
-4.4,0,0,0,16
-2.9,0,0,0,16
-3,0,0,0,22
2.1,0,0,0,24
7.7,0,0,0,30
-3.6,0,0.1,0,16
-4.7,0,0.1,0,26
-3.6,0,0.1,0,20
15.4,0,0.1,0,24
-2.3,0,0.1,0,20
3.5,0,0.1,0,28
27.1,0,0.1,0,24
-4.7,0,0.1,0,14
-5.8,0,0.2,0,18
-17.1,0,0.2,0,30
-16.9,0,0.2,0,18
-5.8,0,0.2,0,28
3.8,0,0.2,0,30
2.1,0,0.2,0,30
-4.3,0,0.3,0,26
17.6,0,0.3,0,26
-3.1,0,0.4,0,26
-9.1,0,0.4,0,28
-6.3,0,0.4,0,18
-4,0,0.4,0,28
-16.2,0,0.4,0,20
-5.1,0,0.4,0,30
-6.2,0,0.4,0,22
-8.3,0,0.4,0,19
-8.3,0,0.4,0,28
0.8,0,0.4,0,27
0.3,0,0.4,0,16
-4.8,0,0.4,0,20
1.8,0,0.4,0,22
-5.1,0,0.4,0,22
-3.1,0,0.4,0,16
17.8,0,0.4,0,27
-7.2,328,0.6,0,13
-7.2,328,0.6,0,26
-0.8,360,0.7,0,29
-6.9,360,0.7,0,16
-18.2,47,0.9,0,18
12.7,246,1.1,0,28
2.6,86,1.2,0,30
26.8,7,1.3,0,14
23.9,106,1.4,0,24
-4,360,1.5,0,18
15.8,89,1.5,0,20
11.1,72,1.5,0,26
2.4,271,1.6,0,26
20.8,246,2.5,0,22
4.6,360,2.6,0,24
17.8,217,2.8,0,24
-11.6,329,2.9,0,18
-0.5,25,2.9,0,22
19.6,58,3,0,24
21.3,54,3,0,24
21.3,54,3,0,22
19.6,58,3,0,24
-14.6,321,3.2,0,26
20.4,24,3.8,0,6
9.3,212,3.8,0,28
23.6,197,3.8,0,27
9.3,219,5.7,0,30
25.1,193,7.8,0,24
16.7,40,2.2,6,20
15.5,0,0,0,20
19.3,0,0,0,22
15.2,0,0,0,30
1.1,0,0,0,14
18.3,0,0,0,20
0.2,0,0,0,16
24.2,0,0,0,18
17.6,0,0,0,22
15.4,0,0,0,22
-17.5,0,0,0,28
-10.4,0,0,0,24
-3.4,0,0,0,22
2.2,0,0,0,16
14,360,0.9,0,18
9.5,292,0.9,0,28
19.3,119,0.9,0,24
21.9,5,0.9,0,25
17.5,360,0.9,0,26
11.2,323,0.9,0,15
15.8,296,0.9,0,20
7.6,360,0.9,0,30
20.1,142,0.9,0,22
20.5,360,0.9,0,26
-2.8,333,1,0,10
17.3,249,1,0,28
24.1,102,1,0,6
23.1,360,1,0,18
9.6,316,1,0,26
19.4,342,1,0,24
1,308,1,0,30
24.7,136,1,0,8
9.6,316,1,0,24
12.4,360,1,0,24
23.9,342,1,0,24
6.8,283,1,0,16
-5.4,343,1,0,20
-4.6,319,1,0,26
14.7,224,1,0,6
16.5,102,1,0,4
19.5,334,1,0,21
23.1,311,1,0,24
19.5,334,1,0,27
23.9,99,1,0,18
24.7,136,1,0,16
-4.6,319,1,0,30
15.2,325,1,0,20
15,360,1,0,22
20.3,360,1,0,29
14.6,295,1,0,18
18,175,1,0,26
19.6,295,1,0,30
9,334,1,0,24
17,322,1,0,26
14.9,108,1,0,30
17,322,1,0,30
21.9,360,1,0,30
20.4,137,1,0,7
17.5,307,1,0,26
20.3,111,1,0,28
23.9,342,1,0,19
17.9,360,1,0,30
21.7,118,1.1,0,24
4.9,360,1.1,0,21
12.5,360,1.1,0,7
-1.7,342,1.1,0,30
0,332,1.1,0,12
-6.7,360,1.1,0,16
22.1,330,1.1,0,24
12.5,360,1.1,0,16
23.4,360,1.1,0,30
22.2,98,1.1,0,11
21.2,312,1.1,0,20
25.7,88,1.1,0,26
4.1,360,1.1,0,28
-2.2,325,1.2,0,26
13,360,1.2,0,14
18.7,230,1.2,0,28
0.1,332,1.2,0,24
20.8,283,1.2,0,19
0.8,360,1.2,0,25
-5.3,360,1.2,0,10
13,360,1.2,0,10
10.4,360,1.2,0,12
14.7,280,1.2,0,16
10.4,318,1.2,0,15
9.6,310,1.2,0,18
15.6,360,1.2,0,25
20,159,1.2,0,23
16.1,360,1.2,0,24
9.3,229,1.2,0,27
7,126,1.2,0,30
20.2,360,1.2,0,28
27.1,127,1.2,0,24
-2.3,334,1.3,0,28
22.4,297,1.3,0,20
13.4,320,1.3,0,22
26.6,360,1.3,0,20
-0.6,360,1.3,0,16
19.7,323,1.3,0,22
14.3,320,1.3,0,22
23,170,1.3,0,14
15.5,360,1.3,0,13
-0.9,250,1.3,0,30
9.7,360,1.3,0,18
5.7,360,1.3,0,18
8.8,333,1.3,0,29
17.8,118,1.3,0,14
20.9,113,1.3,0,12
18.2,126,1.3,0,23
19.4,20,1.3,0,27
17.1,150,1.3,0,18
19.4,20,1.3,0,25
23,170,1.3,0,24
26.6,302,1.3,0,22
17.2,360,1.3,0,7
11.4,360,1.3,0,27
19,339,1.3,0,29
23.2,152,1.3,0,18
17.5,360,1.3,0,27
-2,333,1.4,0,30
-0.2,360,1.4,0,22
-0.2,341,1.4,0,24
19.3,168,1.4,0,28
20.2,181,1.4,0,28
20.2,181,1.4,0,12
4.9,360,1.4,0,20
1.5,205,1.4,0,8
-0.2,330,1.4,0,28
6.7,297,1.4,0,25
-1.9,147,1.4,0,18
-2,333,1.4,0,30
-3.2,335,1.4,0,28
-5.5,360,1.4,0,6
-6.8,360,1.4,0,18
-3.5,323,1.4,0,22
19,195,1.4,0,28
21.7,164,1.4,0,18
17.3,360,1.4,0,28
21.7,164,1.4,0,14
11.2,292,1.4,0,21
25.6,360,1.4,0,8
10.7,327,1.4,0,22
19.3,360,1.4,0,22
25.5,319,1.4,0,26
2.4,360,1.4,0,23
16.4,327,1.4,0,30
9.8,292,1.4,0,24
20.7,360,1.4,0,22
14.6,360,1.4,0,30
23,360,1.4,0,26
30.2,199,1.4,0,22
14.8,276,1.4,0,28
20.5,332,1.4,0,13
30.6,107,1.4,0,29
14.8,276,1.4,0,8
23.3,167,1.4,0,11
20.3,173,1.4,0,24
22.7,321,1.4,0,24
24.8,360,1.5,0,24
13.9,360,1.5,0,4
14.9,79,1.5,0,26
13.9,360,1.5,0,2
7.4,254,1.5,0,27
0.5,321,1.5,0,19
0.4,360,1.5,0,26
16,64,1.5,0,12
11.2,360,1.5,0,20
11.1,360,1.5,0,16
19,360,1.5,0,25
19,360,1.5,0,30
18.9,347,1.5,0,26
21.8,169,1.5,0,14
15.8,360,1.5,0,12
2.7,360,1.5,0,14
8.5,318,1.5,0,22
7.5,322,1.5,0,24
9,360,1.5,0,10
2.8,311,1.5,0,30
21.4,319,1.5,0,11
21.8,169,1.5,0,18
9.6,360,1.5,0,4
24.8,360,1.5,0,16
20.3,360,1.5,0,19
13.9,179,1.5,0,30
18.3,360,1.5,0,10
17.6,149,1.5,0,25
17.6,360,1.5,0,24
17.6,360,1.5,0,26
13.9,179,1.5,0,16
16.1,360,1.5,0,18
21.8,236,1.5,0,24
17.2,309,1.6,0,14
16.3,320,1.6,0,22
23.6,178,1.6,0,4
19.9,154,1.6,0,28
23.5,170,1.6,0,10
15.4,276,1.6,0,28
-1.3,335,1.6,0,16
6.9,360,1.6,0,26
-2,360,1.6,0,19
26.1,177,1.6,0,16
-3.1,331,1.6,0,29
19.7,318,1.6,0,28
-4,301,1.6,0,26
-1.1,289,1.6,0,16
17.6,360,1.6,0,26
11.5,360,1.6,0,22
27.3,96,1.6,0,30
6.7,316,1.6,0,29
16,319,1.6,0,30
16.2,329,1.6,0,30
11.5,144,1.6,0,20
15.6,130,1.6,0,24
15.3,360,1.6,0,25
17.2,309,1.6,0,16
31.4,97,1.6,0,26
24.2,248,1.6,0,30
15.4,276,1.6,0,28
18.2,120,1.6,0,14
26.1,177,1.6,0,14
15.2,360,1.6,0,28
11.5,144,1.6,0,26
17.8,360,1.6,0,30
17.6,360,1.6,0,30
26.2,120,1.6,0,28
11.1,360,1.7,0,29
10,317,1.7,0,22
21.7,144,1.7,0,20
19.6,177,1.7,0,20
11.1,360,1.7,0,20
16.6,317,1.7,0,28
23.6,147,1.7,0,22
10,317,1.7,0,28
21.3,106,1.7,0,6
20.1,132,1.7,0,27
15.4,327,1.7,0,25
19.6,360,1.7,0,19
20.1,132,1.7,0,15
24.8,125,1.7,0,24
16.2,180,1.7,0,8
22.1,310,1.7,0,28
19.6,360,1.7,0,30
29.5,132,1.7,0,23
19,158,1.8,0,22
3.6,175,1.8,0,26
-4.9,360,1.8,0,29
19.2,332,1.8,0,16
22.6,317,1.8,0,5
22.2,125,1.8,0,26
7.3,335,1.8,0,22
17.4,299,1.8,0,18
12.4,303,1.8,0,10
26.2,301,1.8,0,22
17.4,299,1.8,0,22
20.6,292,1.8,0,29
20.4,289,1.8,0,27
21.7,166,1.8,0,10
24.2,288,1.8,0,24
19.6,360,1.8,0,26
15.6,331,1.8,0,23
23.4,305,1.8,0,26
22.2,320,1.8,0,28
25.3,327,1.8,0,15
20.9,141,1.9,0,24
15.7,313,1.9,0,30
4.8,154,1.9,0,8
14.9,205,1.9,0,20
14.3,314,1.9,0,8
19.1,291,1.9,0,18
10.1,342,1.9,0,22
13,168,1.9,0,22
14.6,320,1.9,0,18
15.7,313,1.9,0,18
26.1,242,1.9,0,30
21.1,360,1.9,0,25
22.1,322,1.9,0,21
14.6,320,1.9,0,24
22.6,288,1.9,0,28
20.5,360,1.9,0,24
10.1,321,1.9,0,20
22.6,268,1.9,0,28
11.4,266,2,0,14
13,306,2,0,18
5.6,118,2,0,23
24,149,2,0,8
13,306,2,0,26
11.5,301,2,0,26
4.4,333,2,0,15
21.5,302,2,0,22
2.4,360,2,0,20
17.2,152,2,0,14
4.4,333,2,0,16
11.4,266,2,0,26
29.3,133,2,0,26
15.2,72,2,0,18
23,157,2,0,21
22.5,274,2,0,20
13.3,217,2,0,15
25.4,135,2,0,24
15,345,2,0,6
24.6,360,2,0,30
24,149,2,0,7
15.2,72,2,0,20
16.6,316,2,0,15
17.1,322,2.1,0,30
24.4,100,2.1,0,26
15.9,360,2.1,0,20
10.9,348,2.1,0,21
0.9,342,2.1,0,12
-0.3,317,2.1,0,14
-2.1,323,2.1,0,18
10.9,348,2.1,0,22
-0.9,315,2.1,0,18
14.4,117,2.1,0,14
-0.2,314,2.1,0,16
28.7,326,2.1,0,20
-1.2,140,2.1,0,30
19.9,315,2.1,0,24
10.9,335,2.1,0,8
12.4,305,2.1,0,26
17.1,322,2.1,0,24
8.1,130,2.1,0,30
18,120,2.1,0,11
18,120,2.1,0,17
17,360,2.1,0,24
24,338,2.1,0,29
25.6,345,2.1,0,15
16.6,136,2.1,0,30
11.9,325,2.2,0,2
3.2,264,2.2,0,24
27.4,288,2.2,0,18
1.8,360,2.2,0,22
15.5,313,2.2,0,22
6.8,340,2.2,0,30
17.6,328,2.2,0,20
17.1,149,2.2,0,21
17.6,328,2.2,0,28
14.6,330,2.2,0,22
-0.1,331,2.2,0,18
18.1,166,2.2,0,14
12.7,313,2.2,0,24
18.4,306,2.2,0,20
23.4,246,2.2,0,16
20.1,307,2.2,0,20
15.9,315,2.2,0,17
25.2,154,2.2,0,30
29.7,310,2.3,0,26
28.1,291,2.3,0,28
20,310,2.3,0,28
7.2,360,2.3,0,24
13.1,299,2.3,0,16
-1.3,310,2.3,0,18
28.1,291,2.3,0,24
14.5,309,2.3,0,26
25.6,215,2.3,0,26
26.5,360,2.3,0,14
15.3,273,2.3,0,20
19.6,303,2.3,0,8
9.6,276,2.3,0,20
15,119,2.3,0,16
13,334,2.4,0,2
-1.3,294,2.4,0,22
23.4,307,2.4,0,8
13.8,360,2.4,0,29
16.8,360,2.4,0,22
23.8,334,2.4,0,19
-1.5,337,2.4,0,29
2.7,301,2.4,0,26
26.7,118,2.4,0,4
23.9,360,2.4,0,27
26.9,126,2.4,0,4
15.2,124,2.4,0,25
26.9,302,2.4,0,18
28.8,134,2.4,0,26
23.9,360,2.4,0,15
26.3,203,2.5,0,10
0.5,360,2.5,0,28
13,319,2.5,0,8
24.1,337,2.5,0,11
0.5,360,2.5,0,14
-0.7,303,2.5,0,26
22.2,133,2.5,0,26
-3.5,347,2.5,0,12
0.9,334,2.5,0,6
-0.7,317,2.5,0,20
4.5,325,2.5,0,26
20.3,360,2.5,0,25
13,319,2.5,0,12
24,161,2.5,0,24
22.9,127,2.5,0,27
18.2,360,2.6,0,16
19.6,313,2.6,0,6
26,360,2.6,0,19
4.6,360,2.6,0,24
22.3,115,2.6,0,24
26.8,99,2.6,0,30
-0.7,303,2.6,0,8
6.7,158,2.6,0,8
26.1,98,2.6,0,22
26,360,2.6,0,19
11.4,317,2.7,0,22
2.9,301,2.7,0,23
11.4,317,2.7,0,24
20.7,140,2.7,0,16
18,313,2.7,0,22
14.7,126,2.7,0,16
-0.3,246,2.7,0,20
5.6,310,2.7,0,24
8.9,303,2.7,0,24
24.9,288,2.7,0,19
25.1,360,2.7,0,19
24.9,288,2.7,0,27
23.8,162,2.7,0,26
22.5,309,2.8,0,10
-0.4,360,2.8,0,30
15.2,290,2.8,0,9
-1.5,322,2.8,0,26
16.6,304,2.8,0,24
24.4,322,2.8,0,26
17.9,266,2.8,0,14
16.1,340,2.8,0,28
4.9,132,2.8,0,30
21.1,309,2.8,0,12
11.9,135,2.8,0,20
25.1,116,2.8,0,26
23.1,333,2.8,0,30
22.9,142,2.8,0,28
2.3,313,2.9,0,30
1.9,301,2.9,0,27
7.5,293,2.9,0,25
13.4,291,2.9,0,22
17.1,282,2.9,0,12
-7.3,292,2.9,0,26
-7.3,292,2.9,0,28
7.2,298,2.9,0,6
5.5,332,2.9,0,24
18.4,162,2.9,0,24
7.5,293,2.9,0,25
21.8,360,2.9,0,19
17.6,360,2.9,0,26
18.4,162,2.9,0,28
17.5,110,2.9,0,22
12.6,124,2.9,0,28
14.7,307,3,0,24
-2.2,346,3,0,22
6.8,308,3,0,14
-2.2,346,3,0,16
10.4,300,3,0,26
-1.4,298,3,0,26
12.4,298,3,0,26
12.4,298,3,0,24
13.3,146,3,0,16
13.3,146,3,0,30
20.6,147,3,0,26
-2,330,3.1,0,16
17.3,264,3.1,0,29
-7.7,308,3.1,0,7
1.1,338,3.1,0,28
13.2,318,3.1,0,12
20.8,307,3.1,0,22
17.3,264,3.1,0,26
25.3,360,3.1,0,17
7.2,334,3.1,0,20
11.3,317,3.1,0,10
25.1,176,3.1,0,29
13.2,360,3.2,0,22
1.4,337,3.2,0,27
0.5,314,3.2,0,18
15,360,3.2,0,24
10.4,324,3.2,0,14
1.4,337,3.2,0,14
-0.2,341,3.2,0,14
-1,309,3.2,0,26
6.7,301,3.2,0,26
13.2,360,3.2,0,24
13.9,299,3.2,0,30
-3.6,299,3.3,0,18
0.6,337,3.3,0,28
12.2,360,3.3,0,16
-6.8,310,3.3,0,20
-7,297,3.3,0,20
2.7,360,3.3,0,12
12.2,360,3.3,0,18
-7.9,295,3.3,0,20
-7,297,3.3,0,22
26.1,128,3.3,0,30
21.6,116,3.3,0,26
21.8,154,3.3,0,22
-0.9,342,3.4,0,16
22.8,360,3.4,0,13
1.2,330,3.4,0,24
-8.1,311,3.4,0,26
-8.8,293,3.4,0,16
5.7,296,3.4,0,28
16.2,360,3.4,0,28
20.1,316,3.4,0,24
13.1,185,3.4,0,15
22.7,129,3.4,0,28
13.1,335,3.4,0,10
-2.6,335,3.5,0,12
-3.2,312,3.5,0,20
-3.2,312,3.5,0,28
6.4,270,3.5,0,14
29.4,331,3.6,0,26
21,321,3.6,0,24
21.2,292,3.6,0,10
20.9,303,3.6,0,28
22.7,302,3.6,0,30
29.3,315,3.7,0,29
14.1,285,3.7,0,4
26.9,320,3.8,0,22
19.5,300,3.8,0,10
24.6,360,3.8,0,23
-10,336,3.8,0,21
-4.5,295,3.8,0,30
10.5,360,3.8,0,6
20.7,360,3.8,0,25
5,360,3.8,0,26
10.5,360,3.8,0,8
21.9,360,3.8,0,27
24.6,360,3.8,0,23
3.7,325,3.9,0,10
6.9,294,3.9,0,24
1.3,360,3.9,0,26
-3,300,3.9,0,28
3.9,288,3.9,0,18
16.2,151,3.9,0,20
13.6,298,3.9,0,10
16.2,151,3.9,0,26
15.3,321,3.9,0,8
-9.2,336,4,0,13
13.4,342,4,0,20
10.9,323,4,0,22
10.9,323,4,0,28
4.9,328,4,0,12
4.7,360,4,0,20
4.9,328,4,0,26
23.3,153,4,0,26
23.4,158,4,0,17
0.2,342,4.1,0,23
-7.8,299,4.1,0,16
2.4,300,4.1,0,23
1.2,296,4.2,0,22
-7.9,309,4.2,0,30
-1.5,307,4.2,0,13
-8,311,4.2,0,18
2.7,360,4.2,0,26
-8,311,4.2,0,17
-7.9,309,4.2,0,22
6.1,337,4.2,0,22
13.1,331,4.2,0,16
19.3,176,4.2,0,17
19.8,298,4.3,0,24
10.8,271,4.3,0,20
24.9,180,4.3,0,19
8.4,287,4.4,0,20
-0.6,325,4.4,0,26
12.8,318,4.4,0,26
-5,297,4.4,0,24
-0.3,316,4.4,0,28
8.4,287,4.4,0,16
13.4,157,4.4,0,26
-0.3,318,4.6,0,29
0.8,319,4.7,0,17
-0.3,291,4.7,0,16
0.1,296,4.7,0,22
11.1,143,4.8,0,11
23.9,307,4.8,0,11
-8.7,335,4.9,0,9
23.1,318,4.9,0,14
5.3,296,5,0,16
16.9,155,5,0,14
6,335,5,0,30
24,115,5,0,24
-2.2,325,5.1,0,12
8.2,318,5.6,0,29
3.2,360,5.8,0,22
7.7,297,6.6,0,26
20.6,296,6.7,0,12
20.6,296,6.7,0,10
25.8,120,8.1,0,22
14.1,136,8.3,0,2
16.4,144,8.5,0,5
17.1,0,0.1,1,10
16.3,0,0.1,1,26
22.7,0,0.2,1,26
22.6,0,0.4,1,2
1.4,0,0.4,1,18
19.7,0,0.4,1,20
17.6,324,0.9,1,24
17.6,324,0.9,1,22
2.4,291,2,1,22
17.9,191,2.3,1,12
12.3,165,2.9,1,26
2.3,328,3.5,1,8
9.2,238,1.7,2,4
18.6,300,4.7,2,11
14.4,142,3.1,11,6
14.4,142,3.1,11,8
-0.3,0,0,0,20
13.3,0,0,0,10
14.9,0,0,0,8
7.6,0,0,0,28
-1,0,0,0,17
-0.3,0,0,0,14
24.1,0,0,0,24
1,0,0,0,19
-1,0,0,0,22
18.6,0,0,0,22
23.2,0,0,0,26
23.8,0,0,0,24
24.1,0,0,0,30
13.5,0,0,0,28
21.5,0,0,0,29
15.7,0,0,0,13
17.9,0,0,0,12
12.5,0,0,0,24
25.5,0,0,0,17
0,0,0,0,26
23.1,0,0,0,20
-3,0,0,0,28
18.2,0,0,0,28
17.5,0,0,0,19
16.4,0,0,0,23
6.6,0,0,0,29
15.7,0,0,0,23
16.3,0,0,0,21
16.1,0,0,0,21
17.5,0,0,0,23
16.3,0,0,0,21
13.6,0,0,0,20
14.4,0,0,0,30
13.6,0,0,0,20
0.2,0,0.1,0,20
15.1,0,0.1,0,16
12.4,0,0.1,0,27
0.2,0,0.1,0,20
25.1,0,0.1,0,24
21.4,0,0.1,0,14
7.7,0,0.1,0,20
-3,0,0.1,0,26
-6.2,0,0.1,0,24
13.6,0,0.1,0,21
22.9,0,0.1,0,26
18.7,0,0.1,0,4
25.2,0,0.1,0,23
4.9,0,0.1,0,28
25.1,0,0.1,0,30
21.9,0,0.1,0,21
10.4,0,0.1,0,22
15.1,0,0.1,0,29
7.7,0,0.1,0,22
-0.2,0,0.1,0,12
-0.5,0,0.1,0,30
25.2,0,0.1,0,21
-0.8,0,0.1,0,21
12.5,0,0.1,0,16
25.4,0,0.1,0,17
1.9,0,0.1,0,30
8.4,0,0.1,0,16
11.1,0,0.1,0,24
10.8,0,0.1,0,14
10.8,0,0.1,0,16
14.9,0,0.1,0,23
9.8,0,0.1,0,24
23.5,0,0.1,0,28
12.3,0,0.1,0,26
9.3,0,0.1,0,10
23,0,0.1,0,26
16.6,0,0.1,0,27
6.8,0,0.1,0,19
21.1,0,0.1,0,24
16.1,0,0.1,0,25
22.7,0,0.1,0,21
16.1,0,0.1,0,29
22.8,0,0.1,0,25
24.8,0,0.1,0,20
19.6,0,0.1,0,20
10.3,0,0.1,0,21
18,0,0.1,0,25
15.8,0,0.1,0,29
15.8,0,0.1,0,27
22.1,0,0.1,0,23
18,0,0.1,0,20
19.9,0,0.1,0,21
18.7,0,0.1,0,19
21.1,0,0.1,0,20
24.2,0,0.1,0,28
14.3,0,0.1,0,27
21.1,0,0.1,0,30
14.1,0,0.1,0,24
13.5,0,0.1,0,20
10.7,0,0.2,0,29
1,0,0.2,0,16
6.8,0,0.2,0,28
14.3,0,0.2,0,10
0,0,0.2,0,18
0.7,0,0.2,0,18
20.4,0,0.2,0,15
1,0,0.2,0,16
0.6,0,0.2,0,12
1.5,0,0.2,0,14
-2.8,0,0.2,0,27
23.3,0,0.2,0,18
14.8,0,0.2,0,25
-2.6,0,0.2,0,30
11.9,0,0.2,0,30
2.8,0,0.2,0,17
12.2,0,0.2,0,25
8.8,0,0.2,0,27
-2.8,0,0.2,0,29
16.1,0,0.2,0,23
11.1,0,0.2,0,22
22,0,0.2,0,28
10.1,0,0.2,0,16
-5.5,0,0.2,0,24
23.7,0,0.2,0,10
16.1,0,0.2,0,26
6.1,0,0.2,0,30
11.1,0,0.2,0,22
0.1,0,0.2,0,8
16.7,0,0.2,0,23
11.6,0,0.2,0,20
25,0,0.2,0,17
25,0,0.2,0,19
11.6,0,0.2,0,18
-1.2,0,0.2,0,28
0.2,0,0.2,0,30
13.9,0,0.2,0,30
16.6,0,0.2,0,27
2.2,0,0.2,0,18
10.1,0,0.2,0,23
23.4,0,0.2,0,4
17.8,0,0.2,0,21
8.1,0,0.2,0,28
16,0,0.2,0,28
22.5,0,0.2,0,27
6,0,0.2,0,14
18,0,0.2,0,14
6,0,0.2,0,16
15.2,0,0.2,0,20
17.5,0,0.2,0,21
16.9,0,0.2,0,24
13.4,0,0.2,0,28
16.6,0,0.2,0,21
16.1,0,0.2,0,20
14.4,0,0.2,0,30
16.1,0,0.2,0,30
14,0,0.2,0,28
21.1,0,0.2,0,23
16.2,0,0.2,0,16
15.4,0,0.2,0,22
16.2,0,0.2,0,18
13.4,0,0.2,0,16
9.8,0,0.3,0,29
26.1,0,0.3,0,19
-0.4,0,0.3,0,26
7.2,0,0.3,0,16
-5.7,0,0.3,0,20
0.9,0,0.3,0,20
2.3,0,0.3,0,12
24.9,0,0.3,0,26
24.9,0,0.3,0,26
4.2,0,0.3,0,15
16.9,0,0.3,0,18
22.6,0,0.3,0,20
-2.5,0,0.3,0,18
12.4,0,0.3,0,22
1.9,0,0.3,0,16
6.7,0,0.3,0,16
16.5,0,0.3,0,30
-0.6,0,0.3,0,18
-0.9,0,0.3,0,24
1.8,0,0.3,0,18
1.7,0,0.3,0,22
6.9,0,0.3,0,26
7.7,0,0.3,0,16
-5.7,0,0.3,0,30
2.7,0,0.3,0,14
7.2,0,0.3,0,13
5.4,0,0.3,0,16
7.2,0,0.3,0,21
0.4,0,0.3,0,26
-5.4,0,0.3,0,24
4.6,0,0.3,0,18
1,0,0.3,0,24
-2.8,0,0.3,0,30
16.7,0,0.3,0,28
9,0,0.3,0,22
-0.6,0,0.3,0,18
9,0,0.3,0,22
17.9,0,0.3,0,27
13.2,0,0.3,0,27
11,0,0.3,0,22
2.4,0,0.3,0,26
-0.1,0,0.3,0,24
11.4,0,0.3,0,24
-0.5,0,0.3,0,28
-0.8,0,0.3,0,26
9.9,0,0.3,0,30
21.7,0,0.3,0,17
21.7,0,0.3,0,19
16.6,0,0.3,0,27
1.7,0,0.3,0,16
11,0,0.3,0,28
22.6,0,0.3,0,28
13.5,0,0.3,0,28
17.9,0,0.3,0,25
5.9,0,0.3,0,26
7.9,0,0.3,0,14
22.8,0,0.3,0,30
20.3,0,0.3,0,26
15.6,0,0.3,0,22
14.8,0,0.3,0,20
21.2,0,0.3,0,26
