F1,F2,F3,F4,F5
13.7,147,1.8,0,46
5,325,1.8,0,37
2.3,305,1.8,0,38
26.5,172,1.8,0,49
1.5,316,1.8,0,78
23.5,150,1.8,0,31
20.7,360,1.8,0,48
19.2,331,1.8,0,47
11.3,360,1.8,0,68
26.4,159,1.8,0,37
11,319,1.8,0,53
19.3,360,1.8,0,46
20.6,292,1.8,0,43
25.8,170,1.9,0,33
24.2,178,1.9,0,33
0.3,307,1.9,0,48
-3.3,313,1.9,0,34
14.9,205,1.9,0,40
16.2,161,1.9,0,50
-2.3,309,1.9,0,46
6.4,336,1.9,0,32
13.5,360,1.9,0,42
6.2,143,1.9,0,53
13.3,346,1.9,0,40
3.1,360,1.9,0,47
14.7,289,1.9,0,59
21.4,1,1.9,0,33
10.1,321,1.9,0,59
-1.8,299,2,0,50
22.2,330,2,0,59
20.6,311,2,0,60
18.3,146,2,0,48
19.3,150,2,0,46
19.3,150,2,0,45
-2.9,332,2,0,44
1.6,332,2,0,32
20.3,336,2,0,44
26.6,165,2,0,35
27.1,102,2,0,76
24,96,2,0,56
23.5,328,2,0,31
23.5,328,2,0,33
24,96,2,0,48
21.8,137,2.1,0,35
2.4,322,2.1,0,44
0,360,2.1,0,69
3.2,309,2.1,0,45
12.5,116,2.1,0,60
16.8,137,2.1,0,58
10.1,324,2.1,0,32
12.4,360,2.1,0,51
17.1,341,2.1,0,31
27.3,167,2.1,0,57
9.5,360,2.1,0,66
17.1,149,2.2,0,38
3.4,324,2.2,0,42
5.5,360,2.2,0,38
23.8,161,2.2,0,35
17,317,2.2,0,66
16.1,267,2.2,0,45
18.4,155,2.2,0,56
24.5,155,2.2,0,62
0.5,329,2.3,0,75
2.7,306,2.3,0,36
0.5,329,2.3,0,61
3.1,321,2.3,0,36
5.5,117,2.3,0,68
1.1,292,2.3,0,34
19.6,137,2.3,0,55
8.4,305,2.3,0,46
8.5,326,2.3,0,68
14.2,312,2.3,0,52
-8.3,336,2.4,0,49
1,328,2.4,0,39
6.5,144,2.4,0,68
15.7,334,2.4,0,51
14.5,120,2.4,0,73
14.6,286,2.4,0,40
24.6,145,2.4,0,66
22.6,318,2.4,0,32
3.8,360,2.5,0,42
27.5,163,2.5,0,39
6,320,2.5,0,38
24.3,155,2.5,0,37
6,320,2.5,0,46
24,172,2.5,0,31
8.4,311,2.5,0,36
-10.2,307,2.5,0,36
5.9,360,2.5,0,38
14.3,140,2.5,0,35
21.6,121,2.5,0,42
26.9,149,2.5,0,41
16.6,286,2.5,0,64
6.1,267,2.5,0,70
15.1,185,2.5,0,54
9.7,317,2.5,0,63
5.6,334,2.6,0,47
6.2,335,2.6,0,37
13.9,148,2.6,0,73
18.2,360,2.6,0,50
15.6,314,2.6,0,52
18,346,2.6,0,43
15.6,178,2.6,0,50
18.1,145,2.7,0,32
4.3,341,2.7,0,53
25.1,360,2.7,0,33
18.6,171,2.7,0,35
26.6,181,2.8,0,43
7.3,312,2.8,0,32
7.7,327,2.8,0,36
8.9,360,2.8,0,34
6.4,146,2.9,0,34
1.9,301,2.9,0,75
26.8,360,2.9,0,45
5.6,299,2.9,0,34
5.9,308,2.9,0,34
9.6,137,2.9,0,32
16.5,328,2.9,0,58
5.5,332,2.9,0,74
16.5,328,2.9,0,54
22.6,293,2.9,0,50
19.8,360,2.9,0,78
2,340,3,0,54
6.1,291,3,0,47
20.9,167,3,0,62
-2.3,360,3.1,0,52
5.5,360,3.1,0,40
5.5,360,3.1,0,34
19.8,344,3.1,0,36
-8.3,313,3.2,0,34
5.8,325,3.2,0,44
16.9,360,3.2,0,32
2.7,360,3.3,0,40
4,323,3.3,0,66
2.8,158,3.4,0,40
3,148,3.4,0,32
5.3,360,3.4,0,46
-0.7,339,3.5,0,63
6.7,166,3.5,0,56
-0.7,339,3.5,0,41
13.2,280,3.6,0,62
1.5,288,3.6,0,66
16.6,160,3.6,0,42
8.8,3,3.7,0,78
10.4,309,3.8,0,32
10.4,299,3.8,0,58
16.3,187,3.8,0,55
-0.9,323,3.9,0,55
15.9,170,3.9,0,51
13.6,298,3.9,0,72
6.6,342,4,0,46
6.6,312,4.1,0,32
-0.9,334,4.1,0,66
15.8,150,4.1,0,56
17.9,174,4.1,0,66
19.3,153,4.2,0,39
-0.5,323,4.2,0,32
6.1,337,4.2,0,41
-1.6,327,4.2,0,45
11.1,164,4.2,0,66
11,326,4.3,0,75
24.9,180,4.3,0,57
-8.3,295,4.4,0,34
8.7,123,4.4,0,36
-1.8,360,4.4,0,37
13.8,338,4.4,0,49
-2.2,338,4.5,0,64
3.3,360,4.5,0,46
5.9,316,4.5,0,36
6.4,360,4.5,0,40
-0.3,318,4.6,0,32
0.6,336,4.7,0,67
9.6,323,4.7,0,41
6.7,360,4.7,0,33
0.6,336,4.7,0,47
-3.3,327,4.7,0,72
-4.8,299,4.8,0,32
-3.3,324,4.8,0,51
-0.4,344,4.8,0,32
0,360,4.9,0,44
-5.5,312,4.9,0,44
5.3,296,5,0,47
15.3,149,5,0,50
-1.8,360,5.1,0,32
-2.4,312,5.2,0,54
13.3,337,5.2,0,36
-5.7,360,5.3,0,77
6.7,360,5.3,0,44
-5.1,337,5.4,0,47
-3.2,298,5.7,0,32
3.2,360,5.8,0,41
0.5,360,5.9,0,42
9.4,313,5.9,0,72
0,313,6.9,0,46
20,0,0.1,1,59
19.9,6,2.1,1,45
19.9,6,2.1,1,60
15.3,135,3.9,2,52
5.3,0,0,0,66
1.9,0,0,0,69
2.2,0,0,0,34
4.5,0,0,0,52
4.8,0,0,0,77
4.7,0,0,0,69
3.9,0,0,0,41
0.6,0,0,0,70
8.3,0,0,0,67
7.5,0,0,0,61
11.7,0,0,0,48
0.9,0,0,0,66
20.9,0,0,0,39
21.8,0,0,0,58
0.5,0,0,0,63
4.3,0,0.1,0,41
23.7,0,0.1,0,59
7.4,0,0.1,0,48
6.9,0,0.1,0,32
20.3,0,0.1,0,31
17,0,0.1,0,49
6.9,0,0.1,0,42
6.7,0,0.1,0,34
0.8,0,0.1,0,32
-2.9,0,0.1,0,37
12.4,0,0.1,0,60
7.2,0,0.1,0,52
10.6,0,0.1,0,41
22.2,0,0.1,0,33
21,0,0.1,0,35
7.3,0,0.1,0,48
3.5,0,0.1,0,52
9.3,0,0.1,0,38
17,0,0.1,0,32
10.6,0,0.1,0,33
19.9,0,0.1,0,52
5.4,0,0.2,0,67
1.5,0,0.2,0,56
14.9,0,0.2,0,66
-2.8,0,0.2,0,36
9.6,0,0.2,0,74
4.9,0,0.2,0,48
14.1,0,0.2,0,68
6.3,0,0.2,0,46
9.9,0,0.2,0,50
6.8,0,0.2,0,46
17.9,0,0.2,0,49
14.8,0,0.2,0,62
-0.9,0,0.2,0,53
5.4,0,0.2,0,80
4.5,0,0.2,0,42
-2.9,0,0.2,0,37
15.2,0,0.2,0,41
5.3,0,0.2,0,48
11.7,0,0.2,0,34
0.7,0,0.2,0,32
17.2,0,0.2,0,49
10.3,0,0.2,0,67
-1.1,0,0.2,0,70
21.2,0,0.2,0,43
14.9,0,0.2,0,46
16.1,0,0.2,0,71
1.4,0,0.2,0,54
11.8,0,0.2,0,36
13.9,0,0.2,0,66
4.7,0,0.3,0,47
7.3,0,0.3,0,39
4.8,0,0.3,0,50
-0.1,0,0.3,0,42
8.7,0,0.3,0,47
14.1,0,0.3,0,61
-0.1,0,0.3,0,77
7.1,0,0.3,0,37
6.8,0,0.3,0,34
23.9,0,0.3,0,41
3,0,0.3,0,32
24.6,0,0.3,0,61
5.4,0,0.3,0,40
3.6,0,0.3,0,38
7.1,0,0.3,0,73
4.4,0,0.3,0,60
1.8,0,0.3,0,42
1.8,0,0.3,0,33
15.1,0,0.3,0,49
16.5,0,0.3,0,48
5.4,0,0.3,0,36
3.2,0,0.3,0,45
17.1,0,0.3,0,54
4,0,0.3,0,50
16.7,0,0.3,0,75
21.3,0,0.3,0,43
17.9,0,0.3,0,59
13.7,0,0.3,0,52
14.8,0,0.3,0,62
9.8,0,0.3,0,40
18.4,0,0.3,0,52
21.9,0,0.3,0,68
-2.3,0,0.4,0,40
15.1,0,0.4,0,66
24.9,0,0.4,0,35
1.3,0,0.4,0,40
0.6,0,0.4,0,57
14.9,0,0.4,0,58
6.5,0,0.4,0,40
4.6,0,0.4,0,34
1.1,0,0.4,0,62
3.6,0,0.4,0,56
-0.1,0,0.4,0,50
17.7,0,0.4,0,59
5.5,0,0.4,0,46
25.6,0,0.4,0,39
18.6,0,0.4,0,41
18.3,0,0.4,0,47
2.1,0,0.4,0,42
2.8,0,0.4,0,36
2.2,0,0.4,0,52
16.7,0,0.4,0,34
23.2,0,0.4,0,51
-2.5,0,0.4,0,61
25.1,0,0.4,0,35
15.1,0,0.4,0,46
10.3,0,0.4,0,73
11,0,0.4,0,48
2.4,0,0.4,0,60
5.3,0,0.4,0,63
16.7,0,0.4,0,62
12.2,0,0.4,0,62
20.9,0,0.4,0,39
25.7,0,0.4,0,53
17.7,0,0.4,0,34
14.5,0,0.4,0,56
8.8,0,0.4,0,32
18.4,0,0.4,0,39
10.4,0,0.4,0,78
23.1,0,0.4,0,58
21,176,0.5,0,42
-3.1,360,0.5,0,39
4,318,0.5,0,74
7.5,162,0.5,0,37
14.1,360,0.5,0,70
6.3,142,0.5,0,56
3.4,20,0.5,0,79
2.4,346,0.5,0,60
20.4,360,0.5,0,53
14.1,360,0.5,0,48
21,113,0.5,0,55
8.3,38,0.6,0,58
3.2,206,0.6,0,36
15.1,360,0.6,0,35
-3.6,334,0.6,0,36
0.7,317,0.6,0,32
-5.9,329,0.6,0,32
-5.9,329,0.6,0,38
23.3,360,0.6,0,51
4.4,144,0.6,0,34
17,126,0.6,0,66
17,126,0.6,0,48
22.1,266,0.6,0,57
16.7,360,0.6,0,65
12.7,1,0.6,0,37
12.2,116,0.6,0,67
21.9,360,0.6,0,54
22.2,345,0.6,0,60
-2.6,298,0.7,0,40
-0.9,339,0.7,0,44
11.7,330,0.7,0,33
-2.7,308,0.7,0,34
14,73,0.7,0,42
11.8,348,0.7,0,36
-1.1,348,0.7,0,53
7.8,333,0.7,0,52
17.5,344,0.7,0,45
17.4,310,0.7,0,44
25.9,218,0.7,0,58
9,335,0.7,0,66
17.5,181,0.7,0,40
17.5,181,0.7,0,57
17.5,344,0.7,0,45
-2.4,305,0.8,0,36
14.3,327,0.8,0,70
9.9,360,0.8,0,64
15.2,281,0.8,0,56
17.3,360,0.8,0,76
17.3,360,0.8,0,55
2.2,360,0.9,0,34
20.6,360,0.9,0,47
12.6,149,0.9,0,76
2,360,0.9,0,80
15.3,25,0.9,0,78
13.6,291,0.9,0,33
4.8,360,0.9,0,70
14.9,317,0.9,0,54
13.8,360,0.9,0,67
16.2,147,0.9,0,74
23.8,322,0.9,0,45
3.5,246,0.9,0,62
15.3,25,0.9,0,58
13.6,291,0.9,0,36
-1.1,360,1,0,42
1.6,282,1,0,34
23.4,328,1,0,35
-5.8,360,1,0,44
28.4,193,1,0,53
28.4,193,1,0,35
19.5,360,1,0,44
14.4,336,1,0,54
19.5,360,1,0,51
1.8,145,1.1,0,32
2.9,185,1.1,0,35
-1.1,323,1.1,0,50
-0.5,346,1.1,0,76
-2.1,360,1.1,0,59
13.7,304,1.1,0,54
9.1,138,1.1,0,71
15.8,360,1.1,0,74
21.5,348,1.1,0,39
14.3,313,1.1,0,69
15,360,1.1,0,55
15.6,344,1.2,0,61
2.2,360,1.2,0,51
-5.8,360,1.2,0,34
-0.6,360,1.2,0,69
17.8,360,1.2,0,67
-2,360,1.2,0,57
6.8,360,1.2,0,39
7.8,180,1.2,0,42
3.8,360,1.2,0,58
-1.9,320,1.2,0,34
3.6,171,1.2,0,62
6.8,360,1.2,0,48
22.9,274,1.2,0,61
-1,360,1.3,0,54
26.4,360,1.3,0,37
-1.9,324,1.3,0,36
-0.9,360,1.3,0,40
-6,360,1.3,0,35
-6.5,360,1.3,0,34
3.8,360,1.3,0,44
14.2,360,1.3,0,50
24.1,222,1.3,0,53
26.4,360,1.3,0,57
21.3,360,1.3,0,56
9.6,360,1.3,0,76
19,339,1.3,0,49
14.2,360,1.3,0,61
5.4,315,1.4,0,62
16,360,1.4,0,33
-1.9,360,1.4,0,53
5.1,335,1.4,0,43
2.9,174,1.4,0,70
5.4,360,1.4,0,32
25.2,269,1.4,0,41
8.6,360,1.4,0,58
15.3,135,1.4,0,54
16,124,1.4,0,50
15.3,185,1.4,0,70
17.3,360,1.4,0,57
19.7,360,1.4,0,74
2.6,313,1.5,0,55
3.4,329,1.5,0,43
1.7,328,1.5,0,70
20.6,343,1.5,0,47
-2.2,346,1.5,0,61
15.5,347,1.5,0,50
-2.7,360,1.5,0,55
9.1,345,1.5,0,64
18.2,320,1.5,0,35
8.6,360,1.5,0,70
0.8,336,1.5,0,62
24.3,181,1.5,0,37
15.5,347,1.5,0,61
1.7,329,1.6,0,32
0.1,360,1.6,0,42
4.6,360,1.6,0,36
10.1,341,1.6,0,72
9.1,360,1.6,0,62
25.6,133,1.6,0,45
8.3,311,1.6,0,32
21.7,315,1.6,0,48
9.1,164,1.7,0,51
2.8,360,1.7,0,51
8,360,1.7,0,36
10.1,155,1.7,0,36
5.3,257,1.7,0,36
-1.9,315,1.7,0,32
18,311,1.7,0,46
-2.3,348,1.7,0,55
28.7,253,1.7,0,39
28.7,253,1.7,0,66
4.3,360,1.7,0,38
4.9,360,1.7,0,36
5.6,360,1.7,0,32
25.2,360,1.7,0,31
14,154,1.7,0,52
14.3,360,1.7,0,74
10.7,346,1.7,0,76
22.5,126,1.7,0,41
18.7,334,1.7,0,61
11.4,360,1.7,0,69
15,145,1.8,0,61
-4.2,321,1.8,0,39
5.7,146,1.8,0,32
3.3,360,1.8,0,60
11.3,360,1.8,0,70
25.2,134,1.8,0,45
6,274,1.8,0,66
20.6,6,1.8,0,36
20.7,360,1.8,0,45
20.4,289,1.8,0,49
6.5,328,1.9,0,53
1.8,360,1.9,0,43
-0.4,327,1.9,0,32
-5.6,4,1.9,0,61
0.3,307,1.9,0,46
24.6,328,1.9,0,46
3.3,164,1.9,0,66
8.1,360,1.9,0,77
3.5,360,1.9,0,61
13.3,316,1.9,0,40
21.4,1,1.9,0,39
17.8,277,1.9,0,69
9.5,120,2,0,38
3.5,360,2,0,54
-1.8,299,2,0,50
9.5,120,2,0,38
24.7,307,2,0,35
14.4,265,2,0,52
13.5,319,2,0,76
13.5,319,2,0,55
-0.5,153,2.1,0,32
0.9,342,2.1,0,72
4.5,360,2.1,0,53
12.4,360,2.1,0,45
25.3,310,2.1,0,53
23.1,330,2.1,0,31
20.1,360,2.1,0,38
16.8,137,2.1,0,66
20.1,360,2.1,0,51
1.6,297,2.2,0,38
-6.4,344,2.2,0,63
23.9,328,2.2,0,49
-0.1,331,2.2,0,60
1.6,297,2.2,0,38
20.3,152,2.2,0,31
23.9,328,2.2,0,31
8.9,360,2.2,0,68
2.7,306,2.3,0,56
3,182,2.3,0,71
23.8,345,2.3,0,52
7.8,148,2.3,0,34
14.2,312,2.3,0,54
17.2,325,2.3,0,39
14,133,2.3,0,53
21.9,181,2.3,0,47
22.1,360,2.3,0,63
2.8,360,2.4,0,42
4,289,2.4,0,69
24.9,335,2.4,0,59
24.9,335,2.4,0,45
11.2,314,2.4,0,31
0.8,144,2.4,0,45
8.5,335,2.4,0,46
9.2,150,2.4,0,38
2.7,301,2.4,0,62
13,329,2.4,0,38
4.1,360,2.5,0,54
4.1,360,2.5,0,46
-8.7,333,2.5,0,61
-1.8,360,2.5,0,32
-1.8,360,2.5,0,38
24.3,155,2.5,0,31
24,172,2.5,0,39
21.6,121,2.5,0,59
22.7,112,2.5,0,41
0.3,316,2.6,0,52
-1.5,360,2.7,0,44
9.2,135,2.7,0,38
7.7,327,2.8,0,56
12.1,360,2.8,0,32
8.9,360,2.8,0,53
10.1,176,2.9,0,55
7.4,316,2.9,0,70
8.8,159,2.9,0,42
11.3,336,2.9,0,32
13.2,171,2.9,0,63
10.7,360,3,0,41
-3.5,323,3,0,65
-3.5,323,3,0,41
3.7,360,3.1,0,52
17.3,311,3.1,0,58
5.8,325,3.2,0,74
-4.3,322,3.2,0,32
4.9,360,3.2,0,59
12.7,161,3.2,0,73
12.6,161,3.2,0,70
14,174,3.2,0,67
3,327,3.3,0,60
-1.3,325,3.4,0,64
2.8,158,3.4,0,35
-3,305,3.4,0,46
12.8,190,3.4,0,63
25.3,360,3.5,0,47
-2.7,307,3.5,0,36
25,360,3.5,0,41
-2.8,298,3.6,0,34
-1.3,316,3.6,0,50
4.3,317,3.6,0,76
-0.8,307,3.7,0,44
11.6,139,3.7,0,43
4.5,348,3.7,0,36
4.5,348,3.7,0,34
3.7,333,3.7,0,42
16.1,318,3.7,0,70
16.3,148,3.8,0,38
26,170,3.8,0,47
10.1,318,3.9,0,60
15.9,170,3.9,0,69
14.5,360,4,0,42
-5.7,297,4.1,0,48
15.1,147,4.1,0,68
-1.6,327,4.2,0,46
-2.9,305,4.3,0,34
13.8,338,4.4,0,52
25.5,360,4.4,0,35
25.5,360,4.4,0,49
5.9,316,4.5,0,35
6.7,360,4.7,0,51
0.3,301,4.8,0,32
6.5,360,4.8,0,66
1.8,360,5.1,0,78
6.1,360,5.3,0,40
3.3,317,5.4,0,54
-2.3,318,5.7,0,78
0.4,0,0,1,48
0.4,0,0,1,64
1.3,183,2,1,52
9.2,165,0.9,2,54
2.3,0,0,0,76
5.3,0,0,0,54
2.6,0,0,0,62
-0.8,0,0.1,0,42
-1.5,0,0.1,0,42
1,0,0.1,0,76
3.5,0,0.2,0,62
3.2,0,0.2,0,50
3.8,0,0.2,0,52
11.8,0,0.2,0,39
18.6,0,0.2,0,52
20.5,0,0.2,0,62
1.1,0,0.3,0,40
2.8,0,0.3,0,54
11.6,0,0.3,0,72
2.3,0,0.3,0,44
-2.2,0,0.3,0,80
9.8,0,0.3,0,47
13.7,0,0.3,0,66
21.5,0,0.3,0,52
10.8,0,0.4,0,42
-3.7,0,0.4,0,42
-3.2,0,0.4,0,48
-3.6,0,0.4,0,48
10.5,0,0.4,0,57
0.5,0,0.4,0,56
11.2,0,0.4,0,42
3.7,0,0.4,0,42
17.6,170,0.5,0,56
8.1,360,0.5,0,72
0.5,360,0.5,0,60
20.4,360,0.5,0,45
13.8,305,0.6,0,70
8.4,24,0.6,0,42
15.1,29,0.6,0,71
1.1,299,0.7,0,46
-2.7,308,0.7,0,38
9,335,0.7,0,60
8.2,180,0.7,0,63
16.7,360,0.7,0,74
9.9,360,0.8,0,67
9.1,360,0.8,0,42
8.9,339,0.8,0,63
5.1,142,0.8,0,36
5.9,105,0.8,0,74
5.9,156,0.8,0,73
5.9,360,0.8,0,68
5.4,360,0.9,0,58
2.2,360,0.9,0,34
23.8,322,0.9,0,55
14,360,0.9,0,53
5.3,333,1,0,48
9.2,360,1,0,46
23.4,328,1,0,63
13.7,360,1,0,44
3.2,360,1,0,46
13.7,360,1,0,59
24.1,178,1,0,35
26.2,19,1.1,0,53
-4.9,326,1.1,0,38
-0.7,360,1.1,0,58
21.5,348,1.1,0,57
-1.1,290,1.2,0,32
6.8,331,1.2,0,32
0.7,360,1.2,0,32
-1.1,290,1.2,0,36
4.3,360,1.2,0,52
3.1,360,1.2,0,48
15.5,251,1.2,0,37
16.5,360,1.2,0,61
15.6,360,1.2,0,55
23.5,93,1.2,0,69
23.2,360,1.2,0,43
20.2,360,1.2,0,44
6.7,360,1.3,0,75
1.2,324,1.3,0,62
23.6,334,1.3,0,59
4.2,278,1.3,0,56
15.3,135,1.4,0,72
-1.5,334,1.4,0,32
8.9,360,1.4,0,76
-6.3,360,1.4,0,71
-7.3,360,1.4,0,71
1.5,360,1.4,0,36
2,330,1.4,0,40
1.8,360,1.4,0,48
-1.9,360,1.4,0,73
25.9,260,1.4,0,56
1.2,307,1.5,0,46
8,168,1.5,0,40
11.8,281,1.5,0,47
2.2,360,1.5,0,50
20.3,290,1.5,0,57
2.2,360,1.5,0,56
20.6,343,1.5,0,51
20.6,360,1.5,0,56
-1.8,296,1.6,0,34
-1.8,296,1.6,0,32
-2.2,360,1.6,0,71
10.1,341,1.6,0,48
0.1,360,1.6,0,70
0.7,299,1.7,0,34
-1.9,315,1.7,0,54
-1.3,360,1.7,0,63
10.9,360,1.7,0,67
7.5,129,1.7,0,47
0.7,299,1.7,0,32
5.1,202,1.7,0,58
18,311,1.7,0,63
25.1,332,1.8,0,61
11.6,360,1.8,0,42
19.8,264,1.8,0,63
19.8,264,1.8,0,57
0.9,94,1.9,0,36
13.3,316,1.9,0,54
6.2,143,1.9,0,71
21.1,332,1.9,0,47
24.6,328,1.9,0,63
0.1,253,2,0,46
11.5,172,2,0,69
23.1,330,2.1,0,55
-0.8,319,2.1,0,38
-0.8,319,2.1,0,38
6.1,289,2.1,0,44
21.9,168,2.1,0,63
19.8,132,2.2,0,73
13.7,345,2.2,0,62
22.1,360,2.3,0,61
7.3,126,2.3,0,40
12.1,338,2.3,0,63
24.2,175,2.3,0,59
8.2,322,2.3,0,74
12.1,338,2.3,0,74
5.5,117,2.3,0,56
4.1,326,2.4,0,50
1.8,360,2.4,0,78
-8.3,336,2.4,0,77
13.1,315,2.4,0,34
7.3,347,2.4,0,58
6.5,144,2.4,0,60
22.4,128,2.4,0,70
19.8,347,2.4,0,78
12.1,300,2.5,0,66
-4.3,325,2.5,0,41
10.7,336,2.5,0,32
8.6,316,2.5,0,70
2.1,319,2.6,0,72
27.1,291,2.6,0,57
4.9,151,2.7,0,79
13.3,289,2.7,0,77
5.5,145,2.8,0,79
17.6,180,2.8,0,69
12.6,303,2.9,0,46
11.8,360,2.9,0,31
4.9,336,2.9,0,72
18.5,142,2.9,0,78
-3.1,307,3,0,36
-8.3,329,3,0,73
9.5,323,3,0,42
2,340,3,0,79
10.6,169,3,0,46
15.3,339,3,0,46
-1.3,337,3.1,0,73
-3.6,338,3.1,0,63
2.8,299,3.1,0,64
3.4,313,3.1,0,56
-1.4,326,3.2,0,36
7.2,320,3.2,0,74
21.9,213,3.2,0,61
8.7,360,3.3,0,32
4.5,131,3.4,0,54
12.6,293,3.4,0,62
4.9,360,3.6,0,50
6.7,333,3.6,0,63
-3.8,332,3.7,0,73
18.1,167,3.8,0,71
3.5,327,3.9,0,40
10.1,318,3.9,0,62
2.8,137,4,0,66
6.6,312,4.1,0,58
17.9,174,4.1,0,78
6.8,300,4.2,0,62
9.2,340,4.9,0,48
-0.9,360,5,0,63
6.5,360,5.8,0,66
-2.9,0,0,1,44
-3.2,0,0,1,48
23.2,150,2,1,75
2.9,301,2.3,1,58
24,152,2.3,19,77
7.1,0,0,0,50
6.2,0,0,0,48
5.3,0,0,0,58
-3.5,0,0,0,41
23.8,0,0,0,55
-1.8,0,0.1,0,39
6.3,0,0.1,0,38
3.2,0,0.1,0,78
2.7,0,0.1,0,72
10,0,0.2,0,66
3.1,0,0.2,0,36
15.2,0,0.2,0,55
14.8,0,0.2,0,46
10,0,0.2,0,77
15.4,0,0.3,0,58
7.4,0,0.3,0,50
3.1,0,0.3,0,62
11.6,0,0.3,0,59
21.8,0,0.3,0,66
6.3,0,0.4,0,50
-1.6,0,0.4,0,31
1.3,0,0.4,0,32
16.2,0,0.4,0,60
11.2,0,0.4,0,67
20.2,0,0.4,0,41
15.3,0,0.4,0,64
21.4,0,0.4,0,67
22,0,0.4,0,66
18.9,0,0.4,0,67
23.2,0,0.4,0,49
2.4,341,0.5,0,34
14.5,13,0.5,0,52
14.6,314,0.5,0,77
21,113,0.5,0,75
8.4,24,0.6,0,78
15.1,29,0.6,0,52
2.9,360,0.6,0,36
6.2,360,0.6,0,52
14.7,330,0.6,0,76
-0.8,324,0.7,0,38
16.9,360,0.8,0,60
14.9,360,0.8,0,48
14.9,360,0.8,0,76
-5.6,360,1,0,33
-1.6,360,1.1,0,79
7.3,360,1.1,0,75
8.5,333,1.1,0,53
0.5,317,1.2,0,46
-6,1,1.2,0,33
3.6,348,1.2,0,42
3.1,360,1.2,0,74
21.4,360,1.2,0,41
13.5,360,1.2,0,67
2.9,360,1.3,0,48
13.8,360,1.3,0,55
1.2,224,1.4,0,72
-1.5,334,1.4,0,44
25.2,269,1.4,0,57
1.8,360,1.4,0,58
11.8,281,1.5,0,43
-5.6,360,1.5,0,35
2.3,321,1.5,0,37
2.8,311,1.5,0,60
8.4,328,1.5,0,76
20.9,150,1.5,0,60
5.6,339,1.6,0,66
-1.3,324,1.7,0,38
2.6,314,1.7,0,75
-5.7,360,1.7,0,37
4.2,158,1.7,0,31
25.2,360,1.7,0,79
-1,360,1.7,0,62
16.2,330,1.8,0,50
10.6,305,1.9,0,43
19.1,291,1.9,0,64
15.2,348,1.9,0,73
24.7,307,2,0,61
0.3,305,2,0,50
1.8,147,2,0,41
8.9,145,2,0,52
11.5,172,2,0,79
6.1,289,2.1,0,58
8.5,313,2.1,0,43
3.2,309,2.1,0,71
7.7,124,2.1,0,74
8.4,360,2.1,0,50
21.9,168,2.1,0,69
25.3,310,2.1,0,51
10.2,338,2.2,0,34
-1.1,316,2.2,0,64
10.2,338,2.2,0,32
8.5,125,2.2,0,50
13.3,256,2.3,0,51
24.2,175,2.3,0,55
3.8,360,2.4,0,40
13.1,315,2.4,0,58
4.2,141,2.4,0,35
13.9,317,2.5,0,71
11.1,360,2.6,0,34
11.1,360,2.6,0,32
21.4,162,2.6,0,46
21.4,162,2.6,0,47
15.6,178,2.6,0,77
13.2,171,2.9,0,77
13.7,333,3,0,71
1.2,360,3.1,0,33
2,318,3.1,0,37
2.3,297,3.2,0,61
-1.8,320,3.3,0,35
12.6,293,3.4,0,47
-1.9,345,3.4,0,31
-1.7,323,3.4,0,31
-2.2,360,3.7,0,31
-7.3,336,3.8,0,76
2.4,300,4.1,0,70
15.8,150,4.1,0,77
0.4,360,4.8,0,35
15.3,149,5,0,77
1.9,294,7,0,64
6.1,294,7.3,0,64
5.4,0,0.4,1,42
-2.5,0,0,0,78
-0.6,0,0,0,31
23.7,0,0,0,55
22.2,0,0,0,59
1,0,0.1,0,66
-4.1,0,0.1,0,43
-3.2,0,0.1,0,41
6.9,0,0.1,0,68
0.2,0,0.2,0,41
-0.5,0,0.2,0,35
15.2,0,0.2,0,76
24.6,0,0.3,0,73
5.2,0,0.3,0,54
-1.1,0,0.3,0,37
-0.4,0,0.3,0,31
22.7,0,0.3,0,71
5.2,0,0.3,0,48
6.8,0,0.3,0,76
0.2,0,0.4,0,39
-0.4,0,0.4,0,53
1.3,0,0.4,0,35
6.3,0,0.4,0,48
4.6,0,0.4,0,74
6.6,0,0.4,0,74
26.7,14,0.6,0,77
1,360,0.8,0,70
-3.8,290,0.9,0,46
-6.8,339,1,0,37
1.7,314,1,0,50
2.2,360,1.1,0,46
-1.2,328,1.2,0,39
-1.2,328,1.2,0,39
13.5,360,1.2,0,48
16.4,135,1.3,0,80
28.2,323,1.3,0,49
23.6,334,1.3,0,79
1.5,319,1.3,0,43
13.8,360,1.3,0,43
7.5,82,1.3,0,79
6.7,309,1.3,0,58
0.2,328,1.4,0,37
28.7,309,1.4,0,55
20.1,144,1.5,0,65
3.4,329,1.5,0,57
-2,360,1.5,0,41
20.3,290,1.5,0,71
-3.3,360,1.6,0,35
-2.2,360,1.6,0,32
-1.9,360,1.6,0,37
26.4,231,1.6,0,65
-1.8,327,1.7,0,33
-1.8,327,1.7,0,45
1.8,147,2,0,39
7,309,2.2,0,58
13.3,256,2.3,0,43
7.8,148,2.3,0,70
0.8,323,2.7,0,31
0.9,360,2.7,0,31
4.3,341,2.7,0,74
2.3,360,3.2,0,31
21.9,213,3.2,0,67
-0.8,321,3.3,0,39
-1.7,323,3.4,0,43
-1.9,345,3.4,0,41
-0.5,309,3.4,0,31
-0.5,309,3.4,0,45
