date,PM25,temp,ws,hum,press,distance,SO2,CO,O3,NO2,PM10
2019-11-29 PM 3:00:00,18,5.6,5,22,2,2000,0.004,0.4,0.04,0.011,35
2019-11-29 PM 4:00:00,13,5.6,4.3,28,2.5,2000,0.004,0.4,0.043,0.009,19
2019-11-29 PM 5:00:00,16,4.9,3.2,33,2.9,2000,0.004,0.4,0.039,0.013,30
2019-11-29 PM 6:00:00,18,4.2,2.1,35,2.9,2000,0.004,0.5,0.024,0.028,35
2019-11-29 PM 7:00:00,18,3.8,2.1,37,3,2000,0.004,0.7,0.013,0.041,40
2019-11-29 PM 8:00:00,32,3.2,2.3,41,3.1,1962,0.005,0.9,0.005,0.056,63
2019-11-29 PM 9:00:00,36,2.7,2.9,40,3,1657,0.005,0.7,0.005,0.052,70
2019-11-29 PM 10:00:00,29,2.2,1.5,40,2.9,1587,0.005,0.7,0.005,0.047,61
2019-11-29 PM 11:00:00,33,2.1,2.1,46,3.3,1539,0.004,0.6,0.007,0.042,60
2019-11-30 AM 1:00:00,30,1.3,1.8,52,3.5,1069,0.004,0.6,0.013,0.028,54
2019-11-30 AM 2:00:00,30,1.1,1.5,54,3.6,1341,0.004,0.6,0.016,0.022,53
2019-11-30 AM 3:00:00,29,0.7,1.3,58,3.7,1046,0.004,0.6,0.019,0.019,50
2019-11-30 AM 4:00:00,30,1.2,2.4,52,3.5,1346,0.004,0.6,0.02,0.017,55
2019-11-30 AM 5:00:00,30,1.1,2.6,55,3.6,1346,0.004,0.6,0.014,0.023,56
2019-11-30 AM 6:00:00,31,1.2,2.2,58,3.9,1293,0.004,0.7,0.007,0.03,58
2019-11-30 AM 7:00:00,29,0.8,1.5,59,3.8,1383,0.004,0.6,0.005,0.031,57
2019-11-30 AM 8:00:00,33,1.2,2.7,55,3.7,1389,0.004,0.6,0.005,0.029,57
2019-11-30 AM 9:00:00,34,2.8,0.5,50,3.7,1323,0.004,0.7,0.005,0.03,61
2019-11-30 AM 10:00:00,40,5.7,1.5,42,3.8,1487,0.004,0.8,0.007,0.031,68
2019-11-30 AM 11:00:00,38,6.1,2.3,40,3.8,1517,0.005,0.8,0.007,0.041,68
2019-11-30 PM 12:00:00,37,6.3,1.3,48,4.6,990,0.005,0.8,0.008,0.047,66
2019-11-30 PM 1:00:00,42,8,2,40,4.3,1443,0.008,0.8,0.011,0.052,71
2019-11-30 PM 2:00:00,50,8,2.2,41,4.4,1353,0.01,0.9,0.01,0.055,85
2019-11-30 PM 3:00:00,43,7.4,1.7,41,4.2,1409,0.007,0.8,0.012,0.048,68
2019-11-30 PM 4:00:00,44,7.2,1.6,45,4.6,1383,0.006,0.7,0.012,0.046,71
2019-11-30 PM 5:00:00,44,6.8,2.6,56,5.6,1322,0.006,0.8,0.006,0.053,67
2019-11-30 PM 6:00:00,47,6.5,2.9,60,5.8,1128,0.005,0.8,0.003,0.055,74
2019-11-30 PM 7:00:00,44,6.2,0.8,58,5.5,1516,0.005,0.7,0.005,0.047,70
2019-11-30 PM 8:00:00,46,6,0.6,58,5.4,1288,0.005,0.7,0.003,0.05,68
2019-11-30 PM 9:00:00,46,5.8,1.3,58,5.4,1697,0.005,0.8,0.003,0.05,69
2019-11-30 PM 10:00:00,46,5.7,1.3,58,5.3,990,0.005,0.8,0.004,0.05,70
2019-11-30 PM 11:00:00,37,5.6,1.2,60,5.5,1103,0.004,0.7,0.005,0.047,60
2019-12-01 AM 1:00:00,39,5.7,0.7,60,5.5,1452,0.004,0.7,0.003,0.051,57
2019-12-01 AM 2:00:00,42,5.7,1.2,61,5.6,1389,0.004,0.8,0.003,0.05,62
2019-12-01 AM 3:00:00,39,5.8,1.5,61,5.6,1316,0.004,0.8,0.003,0.049,59
2019-12-01 AM 4:00:00,37,5.7,1.4,69,6.3,1029,0.004,0.8,0.003,0.05,53
2019-12-01 AM 5:00:00,37,5.6,1.8,72,6.5,1034,0.004,0.8,0.003,0.05,53
2019-12-01 AM 6:00:00,34,5.5,1.9,75,6.8,813,0.004,0.8,0.003,0.048,48
2019-12-01 AM 7:00:00,32,5.6,1.8,78,7.1,561,0.004,0.8,0.004,0.046,46
2019-12-01 AM 8:00:00,30,5.6,1.2,77,7,507,0.004,0.8,0.004,0.044,47
2019-12-01 AM 9:00:00,34,5.9,1.7,74,6.9,682,0.004,0.8,0.004,0.038,49
2019-12-01 AM 10:00:00,37,6,1.5,84,7.8,458,0.004,0.8,0.006,0.034,50
2019-12-01 AM 11:00:00,39,6.6,0.8,85,8.2,363,0.004,0.8,0.006,0.034,52
2019-12-01 PM 12:00:00,36,7.3,0.3,82,8.4,350,0.004,0.7,0.009,0.032,49
2019-12-01 PM 1:00:00,37,7,1.8,90,9,148,0.004,0.7,0.008,0.035,47
2019-12-01 PM 2:00:00,41,6.1,3.6,93,8.7,94,0.003,0.7,0.008,0.031,50
2019-12-01 PM 3:00:00,34,5.4,4,94,8.4,132,0.004,0.6,0.011,0.029,44
2019-12-01 PM 4:00:00,27,5.3,3.8,94,8.4,248,0.004,0.6,0.016,0.023,35
2019-12-01 PM 5:00:00,28,4.7,4,93,7.9,277,0.003,0.6,0.03,0.013,34
2019-12-01 PM 6:00:00,30,4.2,4.5,92,7.6,283,0.003,0.6,0.028,0.016,39
2019-12-01 PM 7:00:00,30,3.2,4.5,89,6.8,665,0.003,0.6,0.032,0.014,36
2019-12-01 PM 8:00:00,20,3.2,4.3,74,5.7,1245,0.004,0.5,0.035,0.013,28
2019-12-01 PM 9:00:00,19,3.1,2,74,5.7,1304,0.004,0.5,0.033,0.015,30
2019-12-01 PM 10:00:00,22,3.2,2.6,72,5.6,1429,0.003,0.6,0.031,0.014,29
2019-12-01 PM 11:00:00,23,3.5,4,59,4.6,2000,0.004,0.5,0.027,0.017,30
2019-12-02 AM 1:00:00,21,2.9,4.7,68,5.1,1082,0.003,0.5,0.031,0.011,34
2019-12-02 AM 2:00:00,21,2.5,4.9,68,5,2000,0.003,0.5,0.032,0.01,35
2019-12-02 AM 3:00:00,18,2.1,4.2,69,4.9,2000,0.003,0.5,0.031,0.01,32
2019-12-02 AM 4:00:00,19,1.9,4.8,67,4.7,2000,0.004,0.5,0.03,0.011,31
2019-12-02 AM 5:00:00,22,1.2,3.6,71,4.8,2000,0.003,0.5,0.026,0.014,31
2019-12-02 AM 6:00:00,22,1,4.1,69,4.5,2000,0.003,0.5,0.022,0.018,36
2019-12-02 AM 7:00:00,18,0.9,4.1,71,4.6,2000,0.003,0.5,0.013,0.026,34
2019-12-02 AM 8:00:00,16,0.6,6.5,55,3.5,2000,0.003,0.5,0.01,0.033,29
2019-12-02 AM 9:00:00,15,1,7.2,43,2.8,2000,0.004,0.5,0.014,0.031,30
2019-12-02 AM 10:00:00,13,1,6.1,44,2.9,2000,0.004,0.4,0.028,0.019,26
2019-12-02 AM 11:00:00,11,1.5,6.4,29,2,2000,0.004,0.4,0.033,0.012,24
2019-12-02 PM 12:00:00,8,2.1,5.1,32,2.3,2000,0.004,0.4,0.036,0.01,21
2019-12-02 PM 1:00:00,9,2.1,6.6,46,3.3,2000,0.005,0.4,0.037,0.011,23
2019-12-02 PM 2:00:00,18,1.9,6.1,51,3.6,2000,0.005,0.5,0.036,0.012,36
2019-12-02 PM 3:00:00,14,1.8,7.8,45,3.1,2000,0.005,0.5,0.034,0.013,32
2019-12-02 PM 4:00:00,11,1.8,5.7,47,3.3,2000,0.004,0.4,0.034,0.013,25
2019-12-02 PM 5:00:00,6,0.8,7.3,42,2.7,2000,0.003,0.4,0.033,0.015,19
2019-12-02 PM 6:00:00,9,0,7.2,47,2.9,2000,0.003,0.4,0.031,0.015,20
2019-12-02 PM 7:00:00,9,-0.8,4,47,2.7,2000,0.004,0.4,0.027,0.018,19
2019-12-02 PM 8:00:00,10,-1.6,2.6,46,2.5,2000,0.004,0.4,0.03,0.014,19
2019-12-02 PM 9:00:00,8,-1.5,2.3,45,2.5,2000,0.004,0.4,0.026,0.018,19
2019-12-02 PM 10:00:00,10,-1.8,2.3,56,3,1987,0.004,0.4,0.032,0.012,17
2019-12-02 PM 11:00:00,8,-2,0.4,57,3,2000,0.004,0.4,0.028,0.015,16
2019-12-03 AM 1:00:00,8,-2.5,2.6,51,2.6,2000,0.004,0.4,0.029,0.014,19
2019-12-03 AM 2:00:00,9,-3.1,0.5,50,2.4,2000,0.004,0.4,0.027,0.015,18
2019-12-03 AM 3:00:00,11,-3.2,1.3,54,2.6,2000,0.004,0.4,0.021,0.02,20
2019-12-03 AM 4:00:00,11,-2.9,2.7,56,2.8,2000,0.004,0.4,0.02,0.019,19
2019-12-03 AM 5:00:00,9,-3,1.8,58,2.8,2000,0.004,0.5,0.011,0.028,19
2019-12-03 AM 6:00:00,10,-2.7,2,60,3,2000,0.004,0.5,0.012,0.029,19
2019-12-03 AM 7:00:00,9,-2.4,2.3,63,3.2,1797,0.004,0.5,0.006,0.037,19
2019-12-03 AM 8:00:00,9,-1.6,3.3,61,3.3,1726,0.004,0.7,0.002,0.045,23
2019-12-03 AM 9:00:00,12,0.2,4.2,67,4.2,1580,0.004,0.7,0.003,0.051,27
2019-12-03 AM 10:00:00,14,1,3.1,69,4.5,1471,0.004,0.7,0.005,0.047,33
2019-12-03 AM 11:00:00,21,1.1,3.9,79,5.2,991,0.005,0.6,0.007,0.043,40
2019-12-03 PM 12:00:00,18,2.5,0.9,83,6.1,877,0.006,0.6,0.012,0.036,40
2019-12-03 PM 1:00:00,23,3.7,1.6,75,6,1036,0.006,0.6,0.011,0.036,38
2019-12-03 PM 2:00:00,18,4.2,1.4,67,5.6,1716,0.005,0.5,0.021,0.027,36
2019-12-03 PM 3:00:00,18,4.4,1.2,64,5.4,1767,0.005,0.5,0.021,0.027,36
2019-12-03 PM 4:00:00,22,4.2,2.3,65,5.4,1866,0.005,0.5,0.01,0.037,46
2019-12-03 PM 5:00:00,19,4.1,2.5,61,5,2000,0.004,0.5,0.012,0.035,43
2019-12-03 PM 6:00:00,15,4,0.6,67,5.5,2000,0.004,0.5,0.011,0.035,40
2019-12-03 PM 7:00:00,16,4,2.3,72,5.8,1975,0.004,0.5,0.015,0.032,39
2019-12-03 PM 8:00:00,15,4,1.7,74,6,2000,0.004,0.5,0.014,0.032,38
2019-12-03 PM 9:00:00,10,4.2,2.8,78,6.4,1817,0.004,0.5,0.015,0.028,30
2019-12-03 PM 10:00:00,11,4.4,3,79,6.6,1506,0.004,0.5,0.016,0.026,25
2019-12-03 PM 11:00:00,13,3.5,4.8,87,6.8,636,0.004,0.5,0.017,0.025,26
2019-12-04 AM 1:00:00,16,3.3,4.7,78,6.1,1523,0.003,0.5,0.028,0.01,27
2019-12-04 AM 2:00:00,17,2.2,3.7,61,4.4,2000,0.004,0.5,0.03,0.009,29
2019-12-04 AM 3:00:00,17,1.5,2.3,57,3.9,2000,0.004,0.5,0.025,0.013,32
2019-12-04 AM 4:00:00,17,0.8,2.8,61,4,2000,0.003,0.5,0.023,0.015,34
2019-12-04 AM 5:00:00,16,0.4,3,57,3.6,2000,0.003,0.5,0.022,0.016,33
2019-12-04 AM 6:00:00,17,0.1,2.5,49,3,2000,0.004,0.5,0.019,0.02,31
2019-12-04 AM 7:00:00,16,-0.3,2.1,50,3,2000,0.004,0.5,0.014,0.027,30
2019-12-04 AM 8:00:00,16,-0.4,1.8,54,3.2,2000,0.004,0.6,0.008,0.032,32
2019-12-04 AM 9:00:00,16,0.5,1.5,51,3.2,1722,0.004,0.7,0.005,0.038,35
2019-12-04 AM 10:00:00,18,1.8,2.9,40,2.8,2000,0.004,0.6,0.012,0.03,36
2019-12-04 AM 11:00:00,12,2.9,2.1,30,2.3,2000,0.005,0.4,0.019,0.022,24
2019-12-04 PM 12:00:00,13,4,2.2,30,2.4,2000,0.004,0.4,0.022,0.021,23
2019-12-04 PM 1:00:00,11,5,1.8,34,3,2000,0.004,0.4,0.025,0.018,23
2019-12-04 PM 2:00:00,14,6.9,1.6,39,3.9,2000,0.005,0.4,0.024,0.022,26
2019-12-04 PM 3:00:00,17,6.6,1.3,43,4.2,2000,0.007,0.5,0.021,0.028,37
2019-12-04 PM 4:00:00,17,5.6,2.9,46,4.2,2000,0.006,0.5,0.018,0.033,42
2019-12-04 PM 5:00:00,18,4.7,3.1,51,4.4,2000,0.005,0.5,0.02,0.03,43
2019-12-04 PM 6:00:00,23,4.1,2.5,57,4.7,2000,0.004,0.5,0.016,0.034,43
2019-12-04 PM 7:00:00,22,3.7,3,59,4.7,2000,0.004,0.6,0.008,0.043,38
2019-12-04 PM 8:00:00,28,3.2,2.9,60,4.6,2000,0.005,0.6,0.004,0.059,53
2019-12-04 PM 9:00:00,30,3,3.1,63,4.8,2000,0.005,0.7,0.015,0.034,57
2019-12-04 PM 10:00:00,21,1.7,6.8,59,4.1,1370,0.005,0.6,0.027,0.018,38
2019-12-04 PM 11:00:00,23,0.7,6,53,3.4,1764,0.004,0.5,0.032,0.009,43
2019-12-05 AM 1:00:00,20,-0.6,5.9,48,2.8,2000,0.004,0.5,0.032,0.009,43
2019-12-05 AM 2:00:00,20,-1.3,6.6,46,2.6,2000,0.005,0.4,0.033,0.008,39
2019-12-05 AM 3:00:00,15,-1.9,4.9,44,2.3,2000,0.005,0.4,0.034,0.006,31
2019-12-05 AM 4:00:00,13,-2.4,5.3,37,1.9,2000,0.004,0.4,0.034,0.006,24
2019-12-05 AM 5:00:00,10,-3,3.1,41,2,2000,0.004,0.3,0.035,0.006,17
2019-12-05 AM 6:00:00,10,-3.2,4.3,46,2.2,2000,0.004,0.4,0.032,0.008,16
2019-12-05 AM 7:00:00,11,-3.8,3.4,45,2.1,2000,0.004,0.4,0.028,0.01,22
2019-12-05 AM 8:00:00,12,-3.8,4.5,40,1.8,2000,0.004,0.4,0.017,0.021,22
2019-12-05 AM 9:00:00,17,-3.7,6.2,37,1.7,2000,0.004,0.4,0.015,0.024,30
2019-12-05 AM 10:00:00,15,-3.3,4.3,34,1.6,1878,0.004,0.4,0.024,0.016,28
2019-12-05 AM 11:00:00,11,-3.1,5.2,31,1.5,2000,0.004,0.4,0.031,0.009,23
2019-12-05 PM 12:00:00,6,-2.5,4.5,36,1.8,2000,0.004,0.4,0.033,0.008,16
2019-12-05 PM 1:00:00,9,-2.2,6.2,36,1.9,2000,0.003,0.4,0.034,0.008,19
2019-12-05 PM 2:00:00,6,-2.4,6.4,42,2.2,2000,0.003,0.4,0.034,0.009,17
2019-12-05 PM 3:00:00,2,-2.6,5.7,39,2,2000,0.003,0.3,0.034,0.008,13
2019-12-05 PM 4:00:00,6,-3.2,7,46,2.2,2000,0.002,0.4,0.032,0.009,19
2019-12-05 PM 5:00:00,11,-4,6.8,50,2.3,2000,0.003,0.4,0.03,0.011,23
2019-12-05 PM 6:00:00,15,-4.8,6.6,45,1.9,2000,0.003,0.4,0.028,0.012,26
2019-12-05 PM 7:00:00,15,-5.8,5.3,49,1.9,2000,0.003,0.5,0.024,0.016,26
2019-12-05 PM 8:00:00,18,-6.5,6.7,48,1.8,2000,0.003,0.5,0.022,0.016,33
2019-12-05 PM 9:00:00,18,-7.3,6.2,45,1.6,2000,0.003,0.4,0.027,0.011,32
2019-12-05 PM 10:00:00,15,-7.9,5.2,42,1.4,2000,0.004,0.4,0.024,0.012,32
2019-12-05 PM 11:00:00,16,-8.1,5.5,40,1.3,1937,0.004,0.4,0.025,0.01,35
2019-12-06 AM 1:00:00,14,-8.4,4.1,42,1.4,2000,0.003,0.4,0.024,0.01,36
2019-12-06 AM 2:00:00,15,-8.6,3,44,1.4,1987,0.004,0.4,0.024,0.01,35
2019-12-06 AM 3:00:00,14,-8.5,3.8,44,1.4,1925,0.004,0.4,0.025,0.008,36
2019-12-06 AM 4:00:00,12,-8.6,4.5,41,1.3,2000,0.004,0.4,0.024,0.008,29
2019-12-06 AM 5:00:00,15,-8.8,4,40,1.3,2000,0.004,0.4,0.024,0.009,31
2019-12-06 AM 6:00:00,14,-8.8,2.9,38,1.2,2000,0.004,0.4,0.022,0.011,29
2019-12-06 AM 7:00:00,14,-8.7,4,37,1.2,2000,0.003,0.4,0.017,0.018,28
2019-12-06 AM 8:00:00,13,-8.6,4.5,38,1.2,2000,0.003,0.4,0.016,0.018,29
2019-12-06 AM 9:00:00,14,-7.3,1.3,36,1.3,2000,0.003,0.6,0.007,0.029,34
2019-12-06 AM 10:00:00,18,-6.3,1.7,39,1.5,1987,0.004,0.6,0.011,0.025,43
2019-12-06 AM 11:00:00,16,-5,2.6,43,1.8,2000,0.004,0.5,0.017,0.021,43
2019-12-06 PM 12:00:00,19,-4.2,1.6,44,2,2000,0.004,0.4,0.026,0.014,37
2019-12-06 PM 1:00:00,19,-3.3,2.6,37,1.8,2000,0.004,0.5,0.03,0.013,36
2019-12-06 PM 2:00:00,18,-2.2,2.3,37,1.9,2000,0.004,0.4,0.033,0.012,32
2019-12-06 PM 3:00:00,19,-1.9,2,37,2,2000,0.004,0.4,0.029,0.016,34
2019-12-06 PM 4:00:00,19,-2,3.3,44,2.3,2000,0.004,0.4,0.03,0.015,32
2019-12-06 PM 5:00:00,18,-2.6,3.1,49,2.5,2000,0.004,0.5,0.026,0.021,33
2019-12-06 PM 6:00:00,18,-3.2,1.3,50,2.4,1976,0.004,0.6,0.016,0.031,38
2019-12-06 PM 7:00:00,22,-3.4,1.6,47,2.2,2000,0.004,0.7,0.009,0.038,44
2019-12-06 PM 8:00:00,21,-3.4,1.7,43,2,2000,0.004,0.6,0.01,0.039,43
2019-12-06 PM 9:00:00,24,-3.3,1.4,45,2.2,2000,0.004,0.6,0.005,0.043,46
2019-12-06 PM 10:00:00,25,-3.4,0.9,45,2.1,2000,0.004,0.8,0.004,0.046,46
2019-12-06 PM 11:00:00,29,-3.9,1.2,47,2.2,2000,0.004,0.7,0.004,0.05,49
2019-12-07 AM 1:00:00,23,-3.9,2,54,2.5,1423,0.003,0.8,0.003,0.055,43
2019-12-07 AM 2:00:00,25,-2.7,4,56,2.8,1271,0.004,0.8,0.003,0.051,40
2019-12-07 AM 3:00:00,25,-2.2,4,58,3,1266,0.004,0.9,0.003,0.05,42
2019-12-07 AM 4:00:00,28,-2.1,4.1,61,3.2,1471,0.004,0.8,0.003,0.049,47
2019-12-07 AM 5:00:00,27,-2.1,3.8,63,3.3,1322,0.004,0.7,0.003,0.047,45
2019-12-07 AM 6:00:00,27,-2.4,2.8,63,3.2,1170,0.004,0.7,0.003,0.044,41
2019-12-07 AM 7:00:00,26,-2.1,2.5,64,3.3,1293,0.004,0.8,0.003,0.045,43
2019-12-07 AM 8:00:00,28,-1.8,2.5,64,3.4,1322,0.005,0.8,0.003,0.046,48
2019-12-07 AM 9:00:00,29,-0.9,2.8,60,3.4,1333,0.005,0.8,0.003,0.048,53
2019-12-07 AM 10:00:00,30,-0.6,2.3,60,3.5,1316,0.005,0.8,0.004,0.047,62
2019-12-07 AM 11:00:00,32,-0.1,1.8,60,3.6,904,0.005,0.8,0.005,0.047,60
2019-12-07 PM 12:00:00,34,-0.3,4,72,4.3,778,0.005,0.8,0.006,0.048,55
2019-12-07 PM 1:00:00,34,1.9,2,68,4.8,993,0.005,0.8,0.007,0.051,54
2019-12-07 PM 2:00:00,35,3.8,0.9,67,5.4,823,0.006,0.9,0.006,0.053,56
2019-12-07 PM 3:00:00,36,4.3,1.6,70,5.8,703,0.006,0.8,0.011,0.044,57
2019-12-07 PM 4:00:00,35,4.3,1.8,72,6,664,0.005,0.7,0.009,0.045,52
2019-12-07 PM 5:00:00,36,3.1,1.7,76,5.8,609,0.004,0.7,0.006,0.05,56
2019-12-07 PM 6:00:00,38,2.4,1.3,76,5.5,553,0.004,0.9,0.003,0.058,61
2019-12-07 PM 7:00:00,40,1.6,0.5,76,5.2,577,0.004,1.1,0.004,0.065,68
2019-12-07 PM 8:00:00,47,1.8,2.8,77,5.4,521,0.004,1.5,0.004,0.072,76
2019-12-07 PM 9:00:00,54,0.9,4.1,76,5,493,0.004,1,0.009,0.044,77
2019-12-07 PM 10:00:00,48,-0.1,3.4,77,4.7,454,0.003,0.7,0.018,0.027,66
2019-12-07 PM 11:00:00,40,-1.1,2.9,68,3.8,773,0.003,0.6,0.025,0.019,61
2019-12-08 AM 1:00:00,31,-1.7,2.8,71,3.8,714,0.004,0.6,0.025,0.019,50
2019-12-08 AM 2:00:00,34,-2.1,2.8,74,3.9,628,0.003,0.7,0.019,0.025,55
2019-12-08 AM 3:00:00,38,-2.4,2.8,76,3.9,584,0.004,0.7,0.014,0.028,55
2019-12-08 AM 4:00:00,38,-2.6,2.3,76,3.8,565,0.003,0.7,0.013,0.029,58
2019-12-08 AM 5:00:00,38,-2.6,1.9,77,3.9,501,0.003,0.6,0.018,0.021,59
2019-12-08 AM 6:00:00,39,-3.1,1.4,79,3.8,445,0.003,0.8,0.004,0.037,63
2019-12-08 AM 7:00:00,38,-3.2,1.4,80,3.9,393,0.003,0.7,0.012,0.026,64
2019-12-08 AM 8:00:00,40,-2.9,2,78,3.8,388,0.003,0.7,0.011,0.023,64
2019-12-08 AM 9:00:00,43,-1,1.9,76,4.3,377,0.003,0.8,0.007,0.025,66
2019-12-08 AM 10:00:00,51,0.9,1.2,68,4.4,481,0.003,0.9,0.008,0.028,71
2019-12-08 AM 11:00:00,56,2.4,1.4,58,4.2,582,0.004,0.9,0.01,0.038,81
2019-12-08 PM 12:00:00,50,3.2,0.5,49,3.8,681,0.005,0.8,0.015,0.038,76
2019-12-08 PM 1:00:00,48,3.8,1.7,49,3.9,703,0.005,0.7,0.022,0.031,69
2019-12-08 PM 2:00:00,39,4.6,1.1,49,4.2,823,0.006,0.7,0.026,0.027,56
2019-12-08 PM 3:00:00,37,4.8,1.3,52,4.5,893,0.005,0.7,0.029,0.024,54
2019-12-08 PM 4:00:00,35,4.4,1.3,56,4.7,1083,0.005,0.6,0.033,0.02,50
2019-12-08 PM 5:00:00,29,3.4,1.2,60,4.7,1293,0.004,0.6,0.03,0.023,43
2019-12-08 PM 6:00:00,30,2.6,0.6,63,4.6,1282,0.004,0.7,0.012,0.043,45
2019-12-08 PM 7:00:00,30,1.9,0.9,62,4.3,1072,0.004,0.8,0.004,0.056,52
2019-12-08 PM 8:00:00,33,1.9,1.5,65,4.6,1007,0.004,0.8,0.003,0.056,54
2019-12-08 PM 9:00:00,35,1.6,1.8,67,4.6,971,0.004,0.8,0.003,0.057,56
2019-12-08 PM 10:00:00,38,1.5,1.7,68,4.6,940,0.004,0.9,0.003,0.058,56
2019-12-08 PM 11:00:00,38,1.5,2.6,69,4.7,914,0.004,1,0.003,0.058,60
2019-12-09 AM 1:00:00,33,0.8,2.8,67,4.3,792,0.004,1,0.003,0.056,49
2019-12-09 AM 2:00:00,32,0.6,3.1,65,4.2,845,0.004,1,0.003,0.055,48
2019-12-09 AM 3:00:00,31,0.7,2.4,63,4.1,852,0.004,1,0.003,0.056,48
2019-12-09 AM 4:00:00,35,0.6,3.2,67,4.3,793,0.004,1,0.003,0.054,50
2019-12-09 AM 5:00:00,40,1,3.3,64,4.2,800,0.004,0.9,0.003,0.054,56
2019-12-09 AM 6:00:00,41,1.5,5.1,66,4.5,795,0.004,0.8,0.002,0.052,58
2019-12-09 AM 7:00:00,43,1.7,3.5,67,4.6,808,0.004,0.8,0.002,0.05,60
2019-12-09 AM 8:00:00,44,2.1,4.3,67,4.8,854,0.004,0.8,0.002,0.051,63
2019-12-09 AM 9:00:00,46,2.6,4.6,65,4.8,903,0.004,0.8,0.003,0.052,65
2019-12-09 AM 10:00:00,46,3.7,3.8,60,4.8,898,0.005,0.8,0.004,0.05,68
2019-12-09 AM 11:00:00,46,5,3.8,57,5,864,0.005,0.7,0.004,0.05,69
2019-12-09 PM 12:00:00,48,5.4,4.3,58,5.2,775,0.005,0.8,0.004,0.052,73
2019-12-09 PM 1:00:00,46,7.1,3.9,53,5.4,779,0.005,0.8,0.005,0.051,74
2019-12-09 PM 2:00:00,44,7.7,4.3,55,5.8,716,0.005,0.8,0.005,0.054,73
2019-12-09 PM 3:00:00,42,7.8,4.8,60,6.3,674,0.005,0.7,0.005,0.054,69
2019-12-09 PM 4:00:00,41,8.1,5.6,62,6.7,649,0.005,0.7,0.008,0.05,69
2019-12-09 PM 5:00:00,37,8.3,5.3,66,7.2,608,0.005,0.6,0.008,0.048,61
2019-12-09 PM 6:00:00,37,8.4,5.5,67,7.4,576,0.005,0.6,0.006,0.052,61
2019-12-09 PM 7:00:00,36,8.5,6.5,71,7.8,566,0.005,0.6,0.007,0.052,61
2019-12-09 PM 8:00:00,36,8.5,6.1,76,8.4,541,0.004,0.5,0.016,0.041,57
2019-12-09 PM 9:00:00,32,8.2,5.5,75,8.1,521,0.004,0.5,0.031,0.025,52
2019-12-09 PM 10:00:00,32,8.2,6.2,73,7.9,543,0.005,0.5,0.034,0.022,51
2019-12-09 PM 11:00:00,29,7.9,5.8,73,7.7,530,0.005,0.5,0.034,0.022,50
2019-12-10 AM 1:00:00,35,8.2,6,77,8.3,479,0.004,0.5,0.033,0.02,51
2019-12-10 AM 2:00:00,35,8.3,2.1,82,9,443,0.004,0.5,0.031,0.02,48
2019-12-10 AM 3:00:00,29,7.7,2.4,92,9.6,147,0.004,0.4,0.031,0.019,42
2019-12-10 AM 4:00:00,23,7.9,0.5,92,9.7,200,0.004,0.6,0.017,0.029,39
2019-12-10 AM 5:00:00,24,7.9,0.5,93,9.9,119,0.004,0.6,0.01,0.035,43
2019-12-10 AM 6:00:00,33,7.4,0.7,93,9.5,79,0.004,0.6,0.005,0.037,48
2019-12-10 AM 7:00:00,30,6.5,1.3,94,9,15,0.004,0.7,0.009,0.033,51
2019-12-10 AM 8:00:00,27,5.5,1,95,8.5,50,0.004,0.7,0.006,0.036,50
2019-12-10 AM 9:00:00,30,4.6,1.2,96,8.1,2,0.003,0.8,0.01,0.037,57
2019-12-10 AM 10:00:00,41,5.6,0.2,97,8.8,4,0.004,0.9,0.012,0.036,94
2019-12-10 AM 11:00:00,54,7.2,0.6,97,9.8,110,0.004,0.9,0.014,0.036,110
2019-12-10 PM 12:00:00,79,7.7,1.2,94,9.8,57,0.004,0.9,0.013,0.041,132
2019-12-10 PM 1:00:00,102,7.4,1.8,94,9.6,57,0.004,0.9,0.017,0.04,155
2019-12-10 PM 2:00:00,117,8.7,1.6,85,9.5,87,0.004,0.9,0.017,0.04,168
2019-12-10 PM 3:00:00,117,9,1.7,82,9.3,103,0.004,0.9,0.017,0.04,168
2019-12-10 PM 4:00:00,121,8.8,1.2,83,9.3,101,0.004,1,0.009,0.057,182
2019-12-10 PM 5:00:00,117,9.1,1.6,83,9.5,117,0.004,1,0.006,0.059,174
2019-12-10 PM 6:00:00,100,9.6,2.8,79,9.4,175,0.004,1.1,0.005,0.06,165
2019-12-10 PM 7:00:00,91,9.8,3.5,82,9.9,196,0.005,1.1,0.005,0.059,163
2019-12-10 PM 8:00:00,85,9.9,4,86,10.4,175,0.005,1.1,0.004,0.058,160
2019-12-10 PM 9:00:00,82,9.9,5,88,10.6,183,0.005,1.2,0.004,0.059,153
2019-12-10 PM 10:00:00,86,9.8,4.6,88,10.6,173,0.005,1.3,0.005,0.062,148
2019-12-10 PM 11:00:00,87,9.5,3.7,87,10.3,174,0.005,1.3,0.005,0.061,148
2019-12-11 AM 1:00:00,58,9.3,4.8,87,10.2,222,0.005,0.8,0.02,0.042,105
2019-12-11 AM 2:00:00,61,9.2,4.7,88,10.2,232,0.005,0.6,0.034,0.027,94
2019-12-11 AM 3:00:00,53,9.3,4.4,88,10.3,278,0.004,0.6,0.041,0.02,82
2019-12-11 AM 4:00:00,45,9.5,4,88,10.4,284,0.004,0.5,0.041,0.021,66
2019-12-11 AM 5:00:00,36,9.6,3.7,90,10.7,259,0.005,0.5,0.039,0.022,59
